,p_value,sidak_cor_pval,holm-sidak_cor_pval,holm_cor_pval,simes-hochberg_cor_pval,hommel_cor_pval,fdr_bh_cor_pval,fdr_by_cor_pval,fdr_tsbh_cor_pval,fdr_tsbky_cor_pval,log2FC
4933429F08Rik,2.3663685970269408e-09,5.166595615335723e-05,4.917902821244269e-05,4.918023855201091e-05,4.917550581481685e-05,4.6236476017309394e-05,4.879706946602403e-08,5.157099856659524e-07,2.1497618906003718e-08,2.281420558835394e-08,-0.0788532554075
Faim3,0.3336914527978989,1.0,1.0,1.0,0.5,0.5,0.3731261838375098,1.0,0.1643812751824222,0.1744485388491199,0.00393530470103
Srcrb4d,0.07866769302363175,1.0,1.0,1.0,0.5,0.5,0.11818410091025326,1.0,0.05206617507812248,0.05525488323266265,-0.0099516017533
Olfr282,0.0075804080514657625,1.0,1.0,1.0,0.5,0.5,0.01676624885758874,0.1771934678175541,0.007386394969366406,0.007838762707847927,-0.020085532234
Mpeg1,9.898240618393575e-06,0.19436078057287687,0.16330774542384308,0.17829807094275413,0.1782376188154131,0.12151080183139952,5.6457206285790314e-05,0.0005966658523347788,2.487230316309504e-05,2.6395566890444997e-05,-0.0650805524216
Krt24,0.0005914422199591093,0.9999975449655056,0.9998624284235909,1.0,0.5,0.5,0.0018938861044578848,0.020015463765974042,0.0008343542382880093,0.0008854529056937132,0.0289181132879
Papolb,4.352690995216251e-08,0.0009499151175800247,0.0008772480974359453,0.0008776330853654527,0.0008776330853654527,0.0007835279060488774,5.660795843730786e-07,5.982590707544293e-06,2.493871723955594e-07,2.6466048388929306e-07,0.0450146470695
Mzf1,0.0012929692952098632,0.999999999999461,0.9999999896111544,1.0,0.5,0.5,0.003695812711582298,0.03905905705753951,0.0016281955881977707,0.0017279117770955049,0.0274366033585
Eif2c1,0.008929314718979519,1.0,1.0,1.0,0.5,0.5,0.019262931341610064,0.2035795623543083,0.00848631201680623,0.009006042384734346,0.0130406298897
Fam71e1,0.001651099632664729,0.9999999999999998,0.9999999999008623,1.0,0.5,0.5,0.004559508174657771,0.04818698993868375,0.0020086978626011314,0.002131717294024182,0.0305027831124
Polr1c,0.0008361916920580516,0.9999999883160182,0.999995439151148,1.0,0.5,0.5,0.0025541878025279923,0.02699383732350983,0.0011252510979443417,0.001194165270082715,0.0183493391632
Kcnh8,0.007375894587885653,1.0,1.0,1.0,0.5,0.5,0.016391107490002572,0.17322880044269726,0.007221125902094657,0.0076633720055278584,0.0126728146758
Slc9a6,0.4013570431435852,1.0,1.0,1.0,0.5,0.5,0.42787183325518896,1.0,0.18849954951367878,0.2000438976391085,-0.00532919382988
Fam65c,0.040156318801919624,1.0,1.0,1.0,0.5,0.5,0.06754762201970585,0.7138744921517521,0.029758201713270614,0.031580694345486826,-0.0111280331598
Fcrl6,0.009049556849224387,1.0,1.0,1.0,0.5,0.5,0.01949115105723773,0.20599149379943288,0.008586854539689005,0.009112742470797311,0.0161905997189
Nlrp1b,3.0015107522098077e-13,6.554660814117597e-09,6.523439566308298e-09,6.522282864551912e-09,6.52168256240147e-09,6.450846908649318e-09,6.124765024649434e-11,6.472934784062245e-10,2.698274011729546e-11,2.8635254121152282e-11,-0.0706270716348
Pkd2l1,0.00014024308563501055,0.953219193080368,0.8980831560376844,1.0,0.5,0.5,0.0005505816327300117,0.005818801190936895,0.00024255952758221044,0.0002574146910813975,0.0390200522872
Sfrs17b,0.29817293477942414,1.0,1.0,1.0,0.5,0.5,0.3421489001656027,1.0,0.15073418845346398,0.1599656585041902,0.00387867033962
Slc25a43,4.200825504186e-05,0.6003745343088073,0.5130201368952294,0.7195173923569781,0.5,0.3752682833078655,0.00019446363638238272,0.0020551815965328484,8.567123378044056e-05,9.091802906270042e-05,0.0301667508315
Pax6,0.41883451071982086,1.0,1.0,1.0,0.5,0.5,0.44122942698374923,1.0,0.19438425657949454,0.20628900401176195,-0.00202205987097
Cul4b,3.2859742129783256e-06,0.06923279270663774,0.0591900380599758,0.06101401287809823,0.0609909673670907,0.046187653537623344,2.1909299056870752e-05,0.00023154759960404865,9.652173107448923e-06,1.0243304740425131e-05,-0.0287236509696
Tox2,0.08704929994581967,1.0,1.0,1.0,0.5,0.5,0.12847669886706875,1.0,0.05660059386288973,0.06006700511609987,0.00580152804279
Zmynd8,0.171206757674353,1.0,1.0,1.0,0.5,0.5,0.22103283036333987,1.0,0.09737633027686023,0.10333998514390445,-0.00314086859006
Rhox7,0.0164371976598493,1.0,1.0,1.0,0.5,0.5,0.03207236583602767,0.3389555870171129,0.014129526746210047,0.014994866615863061,0.0163145351521
Gm11564,0.15165741940421007,1.0,1.0,1.0,0.5,0.5,0.200815947892906,1.0,0.08846975372271974,0.09388793980423073,-0.011988077594
Gm11565,0.29990200034108383,1.0,1.0,1.0,0.5,0.5,0.3437588183662597,1.0,0.15144344022465203,0.1607183472457917,-0.00296238944599
Dhx8,0.2374437687928161,1.0,1.0,1.0,0.5,0.5,0.2865139098803899,1.0,0.12622411372810619,0.13395450414262197,-0.00270278892748
Rpl27,0.04958324606422127,1.0,1.0,1.0,0.5,0.5,0.08043095056212536,0.8500314632700071,0.03543397057145204,0.037604066430028026,-0.00496261781334
Zfp334,0.13911535554500842,1.0,1.0,1.0,0.5,0.5,0.1874543954000414,1.0,0.08258330261761465,0.08764098258144008,-0.00791014459794
Cyth1,0.2531579549790641,1.0,1.0,1.0,0.5,0.5,0.3011494164896266,1.0,0.13267180714544832,0.14079707604963623,-0.00593585298386
Pgap3,0.24680272961529376,1.0,1.0,1.0,0.5,0.5,0.29531616767845237,1.0,0.13010196101946658,0.138069843880114,-0.00604337050496
Krtap1-3,0.03333775369992757,1.0,1.0,1.0,0.5,0.5,0.05778470399451864,0.610695461732051,0.025457134181701695,0.02701621493296903,0.0123503603437
Krtap1-5,0.00021350620626448468,0.990554267518934,0.9666132191472383,1.0,0.5,0.5,0.0007865174292816077,0.008312279745882228,0.00034650138097736487,0.00036772229412153427,0.0326977896013
Krtap3-1,3.317215765330933e-07,0.007216644164146135,0.00646021970916455,0.006481176162303578,0.006480844440727045,0.005474401177525639,3.151788033952811e-06,3.330955279893701e-05,1.3885247365847802e-06,1.473562674241719e-06,0.0362512587584
Meox1,0.027504694712551292,1.0,1.0,1.0,0.5,0.5,0.04922988387500495,0.520284168400573,0.021688295914338768,0.023016560299736102,0.0156580432619
Zfp385c,0.21784159487474325,1.0,1.0,1.0,0.5,0.5,0.2678801597765544,1.0,0.11801498840756053,0.1252426243022371,-0.00919331499328
Kcnh4,0.240543395399531,1.0,1.0,1.0,0.5,0.5,0.28935847042477664,1.0,0.1274772889537385,0.13528442804539537,-0.0062268274885
Wfdc11,0.02595912088589153,1.0,1.0,1.0,0.5,0.5,0.04689814362418246,0.49564125962578154,0.02066104440418664,0.021926396442704818,0.0107572203576
R3hdml,0.08784626482853009,1.0,1.0,1.0,0.5,0.5,0.1295135029585069,1.0,0.0570573593916771,0.06055174450630824,0.0130144464832
Zfp335,3.2988027481471007e-08,0.0007200012796045874,0.000666993316861153,0.0006672158438402326,0.0006672158438402326,0.0005997553276406244,4.4764486763855683e-07,4.730917876821575e-06,1.9721058815678659e-07,2.0928842966662786e-07,0.0251164621319
L3mbtl,0.2964298266660538,1.0,1.0,1.0,0.5,0.5,0.34066348524565637,1.0,0.15007978678107395,0.15927117906641866,-0.00197398016581
Arfgef2,0.015833971717911403,1.0,1.0,1.0,0.5,0.5,0.031112215486760037,0.3288082743141906,0.013706531133422406,0.014545965325199008,-0.00785588800497
Znfx1,0.00010052141373614315,0.8886297303455432,0.810489512363271,1.0,0.5,0.4998157102011782,0.00041398946742327345,0.004375232050755924,0.000182383653345446,0.00019355344336372253,-0.0235282785232
Krtap17-1,0.07435949811032282,1.0,1.0,1.0,0.5,0.5,0.11285336452128593,1.0,0.049717711520117676,0.05276259184619121,-0.0110831099609
1700081L11Rik,0.238995009262432,1.0,1.0,1.0,0.5,0.5,0.28788742216083,1.0,0.12682921653224438,0.1345966654831899,-0.00239759162914
Mapt,1.0414007548305791e-07,0.0022712114132362737,0.0020696181497367183,0.0020717626616599543,0.002071658521584471,0.0018171401771038774,1.1680692948358994e-06,1.2344696226401134e-05,5.145946023187009e-07,5.461101112308485e-07,0.0383206197533
Smurf2,0.0020000840142259655,1.0,0.9999999999988014,1.0,0.5,0.5,0.00537078272864466,0.05676091442197752,0.002366106030357836,0.002511014343330473,-0.0161082509653
Bptf,0.238992226211166,1.0,1.0,1.0,0.5,0.5,0.28788742216083,1.0,0.12682921653224438,0.1345966654831899,-0.00198192831686
Tanc2,1.0117355438569426e-05,0.19820591513958163,0.1665099829113107,0.1821326326051268,0.18211239789424966,0.12376560908001978,5.7577461754927664e-05,0.0006085052299501352,2.5365833315959018e-05,2.6919322494296835e-05,0.0250244006935
Fam171a2,8.001964787076364e-13,1.747263123075271e-08,1.734939292230564e-08,1.7348259658381558e-08,1.734745946190285e-08,1.7092196785195113e-08,1.1131918597717803e-10,1.1764726126557204e-09,4.904182696319848e-11,5.2045313839591055e-11,-0.0661667385617
Gpatch8,1.2642703723949592e-05,0.24121934699264813,0.202152692818532,0.22583661662091156,0.22582397391718761,0.1490827623128136,6.947918276081435e-05,0.0007342881188922586,3.0609153566743304e-05,3.248376136029445e-05,0.015745698309
4933407P14Rik,0.33916957180102936,1.0,1.0,1.0,0.5,0.5,0.37790617421683587,1.0,0.16648710679636092,0.17668333869299632,0.00293007850175
Fbxo47,1.9706688105958622e-07,0.004293515100685208,0.0038741029631421675,0.00388162635623067,0.00388162635623067,0.0033389041657925695,2.0103731869019666e-06,2.124655309725721e-05,8.856727894481092e-07,9.39914377998258e-07,0.0521171151022
Calcoco2,0.00022177394776087513,0.9921146556901796,0.9704799099279886,1.0,0.5,0.5,0.0008132018700945638,0.008594293250786148,0.0003582572496308331,0.0003801981318179132,0.0250013817346
Cdc27,0.014309224306291243,1.0,1.0,1.0,0.5,0.5,0.02860855781615218,0.302348462781438,0.012603541157532648,0.013375424523360954,-0.0105408729272
Cdr2l,0.03804139242491688,1.0,1.0,1.0,0.5,0.5,0.06454866719483111,0.6821801513506957,0.02843700786603831,0.03017858613133441,0.0111344455282
Zfp69,0.031881678818489044,1.0,1.0,1.0,0.5,0.5,0.055707596348422705,0.588743628023254,0.0245420614305889,0.026045100040502603,-0.0150240956876
Zmym4,0.1030743317261612,1.0,1.0,1.0,0.5,0.5,0.14727868392773433,1.0,0.06488383533483909,0.06885754023095653,0.00937784849424
2610305D13Rik,0.2912797670510885,1.0,1.0,1.0,0.5,0.5,0.33603933840679784,1.0,0.1480426122622968,0.15710924110975694,0.0155107674464
Gm13251//Gm13251,0.06190093290468698,1.0,1.0,1.0,0.5,0.5,0.09686968920436528,1.0,0.042676080445946216,0.04528970753719343,-0.0191321688245
Gm13154,0.3282632557722123,1.0,1.0,1.0,0.5,0.5,0.3684252236201832,1.0,0.1623102604196456,0.17225068815779027,-0.00726501525458
H6pd,0.00020176151772861183,0.9877925083244703,0.9600785808341988,1.0,0.5,0.5,0.0007489384666047224,0.007915127898127693,0.00032994591509896606,0.00035015291567956706,0.0125954883457
Prdm2,0.008345832555978362,1.0,1.0,1.0,0.5,0.5,0.01819318171198398,0.19227395379630371,0.00801503228394128,0.008505899891641645,0.0124830065538
Rlf,0.2793965836382756,1.0,1.0,1.0,0.5,0.5,0.32504692635524796,1.0,0.14319988937488,0.15196993354067082,-0.00208903370137
Clcn6,0.06563468259539122,1.0,1.0,1.0,0.5,0.5,0.10182475580357085,1.0,0.04485904213953229,0.04760636116691544,0.0120645166129
Mthfr,3.964389700976837e-06,0.08291824542192405,0.07061535025644994,0.07323243363319497,0.07321831338734121,0.0547006490940784,2.5703654831348638e-05,0.0002716481052999894,1.1323781983271163e-05,1.2017288581290192e-05,0.0332466518249
Mycbp,0.237442372389701,1.0,1.0,1.0,0.5,0.5,0.2865139098803899,1.0,0.12622411372810619,0.13395450414262197,-0.00309093472536
Ermap,0.008810837199607615,1.0,1.0,1.0,0.5,0.5,0.019043002588968287,0.2012552536383639,0.008389422089552347,0.008903218591574936,-0.0124229739876
Lepre1,0.013773919533823181,1.0,1.0,1.0,0.5,0.5,0.02772073492829376,0.2929655401227287,0.012212409511553435,0.012960338656293651,0.0129201264647
Rnf19b,1.0940200871568259e-08,0.00023883982003192195,0.0002239208387402325,0.00022394591184100225,0.00022391309123838757,0.00020577423819332738,1.7442761130307204e-07,1.8434316222101408e-06,7.684433420922643e-08,8.155054039309745e-08,-0.0432514092988
Yars,0.3086473790985882,1.0,1.0,1.0,0.5,0.5,0.3515835048112377,1.0,0.15489061705501947,0.16437664081082695,-0.00115136442953
C77080,0.06374950054625492,1.0,1.0,1.0,0.5,0.5,0.09934947051979487,1.0,0.04376855165933438,0.046449085372039844,-0.00749703430471
Rere,4.37765844035711e-05,0.6155105257988436,0.5269490603012911,0.7485358167166621,0.5,0.3848914112972539,0.0002013888585826117,0.0021283705458016214,8.872215034836228e-05,9.415579405043322e-05,-0.0141052459027
OTTMUSG00000009332,3.2691895198036145e-11,7.137935813528173e-07,6.99245718660535e-07,6.992469463907951e-07,6.99214254495597e-07,6.795664254815773e-07,1.5946106275585765e-09,1.6852582191510326e-08,7.025079979154505e-10,7.455319569103557e-10,-0.050346772293
Cd300c,0.33188371235943537,1.0,1.0,1.0,0.5,0.5,0.3715515951024575,1.0,0.16368758785795268,0.17371236777344493,0.00649806094289
Miip,0.0862645134166879,1.0,1.0,1.0,0.5,0.5,0.12750870889070604,1.0,0.056174144491146896,0.05961443854663443,-0.0171686547375
Rab3b,8.244038293793149e-11,1.8000018083830227e-06,1.753670392679041e-06,1.7536718258556786e-06,1.7536718258556786e-06,1.6968704020114438e-06,3.1971639805804547e-09,3.378910677709577e-08,1.4085151749200051e-09,1.4947773944381853e-09,0.0756234676868
1700012P22Rik,3.2883636457932604e-10,7.179788239719542e-06,6.934806848657438e-06,6.934830092613407e-06,6.934830092613407e-06,6.6415080554086485e-06,9.613906573698945e-09,1.0160420852256692e-07,4.235420323001289e-09,4.494811747502802e-09,0.0683409654312
6330545A04Rik,1.3201723173400156e-05,0.2504245702875998,0.20982994267021493,0.23550553969028537,0.23549233796711197,0.15455257319099563,7.204035324926772e-05,0.0007613557524682462,3.173748089698206e-05,3.3681191261511855e-05,0.0405941235973
Sfrs4,0.046581753569979324,1.0,1.0,1.0,0.5,0.5,0.07638602930041814,0.8072828656857332,0.03365197471103427,0.03571293513335158,-0.00734586149243
H3f3a,0.05950203321748169,1.0,1.0,1.0,0.5,0.5,0.09370797701027808,0.990349215835676,0.04128318360638751,0.04381150499764677,0.00532817415158
Trim47,0.1470097097121914,1.0,1.0,1.0,0.5,0.5,0.19575618716393592,1.0,0.08624066888018227,0.09152233828836559,0.00612937244437
Itgb4,6.085659164726837e-05,0.7352007414724326,0.6423728304635756,1.0,0.5,0.4644804329237842,0.00026842975368938476,0.002836889713712292,0.00011825711279372502,0.00012549957720237284,0.0264081249987
Fbf1,0.008232493965013176,1.0,1.0,1.0,0.5,0.5,0.017979911930649475,0.19002002016712174,0.007921075976042746,0.008406189382580512,0.0193039108928
Rbbp4,0.287862513220929,1.0,1.0,1.0,0.5,0.5,0.33299299726214004,1.0,0.1467005423039537,0.15568497826104477,0.0027003883565
Hivep3,2.8410670076256234e-07,0.006183986543813358,0.005548213804768998,0.005563661521033258,0.005563661521033258,0.004732081207901238,2.754522959347152e-06,2.9111071862021006e-05,1.2135090384702874e-06,1.287828424535663e-06,0.0352349723268
Camta1,0.07793681189818893,1.0,1.0,1.0,0.5,0.5,0.11732631729674674,1.0,0.051688277277521615,0.0548538416962957,-0.00539890749752
0610037L13Rik,5.607911811634251e-05,0.7060853320245315,0.613391754062677,0.9503167355995401,0.5,0.4449551845860858,0.00025005897085626924,0.0026427387891750148,0.00011016383808127022,0.00011691064305202354,-0.0184086012846
Chd5,0.4601976823288471,1.0,1.0,1.0,0.5,0.5,0.4723342805060554,1.0,0.2080875443889231,0.22083152738086767,0.00184708863574
Ptprf,0.03297104687797755,1.0,1.0,1.0,0.5,0.5,0.05724305200296513,0.6049710331166299,0.025218508620340828,0.026762975137467636,-0.0105031741531
Oog2,0.18157011153589142,1.0,1.0,1.0,0.5,0.5,0.23171440851450423,1.0,0.1020821148438681,0.10833396782801642,-0.00139095362763
Gm13023,8.429833032510681e-09,0.00018404003822702908,0.0001731337822719059,0.0001731487704877694,0.00017314034065473688,0.00015955987963936217,1.4148202270276687e-07,1.4952474133889607e-06,6.233010792241067e-08,6.614741393936587e-08,-0.0434876854113
Gm13152,0.02449399566309449,1.0,1.0,1.0,0.5,0.5,0.04467852141253176,0.4721832661134616,0.01968318665691779,0.02088865138917585,0.0561507379813
Zcchc11,0.009424120858293243,1.0,1.0,1.0,0.5,0.5,0.020153474584190707,0.2129912349791561,0.008878642118958066,0.00942240010547207,-0.020390545833
Tmem201,0.003699911721858498,1.0,1.0,1.0,0.5,0.5,0.009104249341846485,0.09621791531665656,0.004010890098892614,0.0042565305352433415,-0.0118215717144
Csf3r,0.007273921766347481,1.0,1.0,1.0,0.5,0.5,0.016198165286677984,0.17118969805397366,0.007136124937828869,0.007573165295545367,-0.0182753708415
Osbpl9,0.3898016971336506,1.0,1.0,1.0,0.5,0.5,0.4187499770991842,1.0,0.18448090270756862,0.19577913534973815,-0.00143140415779
Prdm16,1.0997531886055484e-07,0.0023983206662122614,0.002182823873176365,0.0021852095857592246,0.0021850996104403643,0.0019150002273188415,1.2213637395734256e-06,1.2907936552765428e-05,5.380735463477504e-07,5.710269849747863e-07,-0.0308986378016
Cyp4a12b,0.0009417257268088566,0.9999999988359113,0.9999989018372406,1.0,0.5,0.5,0.0028236009263667926,0.029841119747505935,0.0012439414358670962,0.0013201246045820673,0.0477801781703
Nipal3,4.086744679482983e-12,8.922967964508643e-08,8.813034912957818e-08,8.813064901305054e-08,8.813064901305054e-08,8.632839460939853e-08,3.304814197475239e-10,3.4926804028575187e-09,1.4559406322943264e-10,1.5451073467640832e-10,-0.0703240490497
A330049M08Rik,0.02098874878209419,1.0,1.0,1.0,0.5,0.5,0.03930651900090437,0.41540946151794667,0.017316543293473444,0.018377066804668496,0.015339904445
1700024P16Rik,0.009680009470703315,1.0,1.0,1.0,0.5,0.5,0.02061304567598404,0.21784819470552338,0.009081106822263006,0.009637264430017984,0.0220374523713
Dmrta2,0.08164056389288177,1.0,1.0,1.0,0.5,0.5,0.12182438975103273,1.0,0.053669909545442145,0.056956835807342544,0.00884309525812
Sec14l1,1.0842980806297427e-06,0.023396532842756,0.020485440295831436,0.02069816606114116,0.02069816606114116,0.016667830095440404,8.607177310172793e-06,9.096462832351302e-05,3.7919043027641336e-06,4.024133310432119e-06,-0.0201973579021
BC059842,0.08393401855230503,1.0,1.0,1.0,0.5,0.5,0.1247271054972455,1.0,0.054948705128606966,0.05831394914474818,0.00532743895197
Mpl,0.20341136941340265,1.0,1.0,1.0,0.5,0.5,0.2536014232435181,1.0,0.1117244705587341,0.1185668539256278,-0.00262291846666
1810019J16Rik,0.16867990605297245,1.0,1.0,1.0,0.5,0.5,0.21847928682679235,1.0,0.09625136301121717,0.10214612108897037,0.00655195676955
Fam159a,6.586105029923356e-06,0.13394034816838674,0.11313145011349157,0.12005810859047286,0.12004493638041301,0.08584987906505095,3.983808088651713e-05,0.0004210272532298197,1.7550723644197502e-05,1.8625589149842242e-05,0.0399339044028
Gm884,0.10398086289487268,1.0,1.0,1.0,0.5,0.5,0.14827666682432472,1.0,0.06532349813058438,0.06932412945907251,-0.0141870126527
Dmrtb1,0.052189385865944495,1.0,1.0,1.0,0.5,0.5,0.08399341705350885,0.887681255835645,0.03700342029118355,0.03926963454355242,0.0142783745015
Gm13242,0.003811803454569197,1.0,1.0,1.0,0.5,0.5,0.009328063289954553,0.0985832845741489,0.0041094916545787695,0.004361170782732668,-0.0469255737931
Cnksr1,0.04806009581672015,1.0,1.0,1.0,0.5,0.5,0.07839973944343344,0.8285646852776426,0.034539117601281775,0.0366544096460801,0.00872673153341
Pdik1l,0.33006999007766924,1.0,1.0,1.0,0.5,0.5,0.3699607858242077,1.0,0.16298675454992462,0.17296861307007855,0.00672405698289
Trim63,0.0004616868053275698,0.9999582076577063,0.9991259295562563,1.0,0.5,0.5,0.0015297731503639248,0.01616734976258441,0.0006739437543899694,0.0007152183427786929,0.0301771135909
B930041F14Rik,0.0001766281016744243,0.9788652906055866,0.9415192358895663,1.0,0.5,0.5,0.0006676755611525825,0.007056303951024146,0.00029414542560807417,0.00031215988347539056,-0.0284090222889
Tbkbp1,0.0007164285522703265,0.9999998400024054,0.999976193222765,1.0,0.5,0.5,0.002237027824098765,0.023641944070095615,0.0009855258147845572,0.0010458827393598335,-0.0259110981714
Kctd2,0.04419750995780491,1.0,1.0,1.0,0.5,0.5,0.07305248212005158,0.7720523982126689,0.03218337572193717,0.03415439418932392,0.0129370866381
Slc16a5,0.009425999929181804,1.0,1.0,1.0,0.5,0.5,0.020153474584190707,0.2129912349791561,0.008878642118958066,0.00942240010547207,-0.0561939016164
Dmd,1.5749515466266417e-12,3.4387728109486204e-08,3.408376036961869e-08,3.408352642054715e-08,3.408352642054715e-08,3.349449454210879e-08,1.7599698287577726e-10,1.860017466403671e-09,7.753572310534494e-11,8.228427227691773e-11,0.0455782473992
1110005A03Rik,0.4325463541581138,1.0,1.0,1.0,0.5,0.5,0.45149022064975264,1.0,0.19890466393835168,0.21108625636231293,-0.00417544297839
Guca2b,0.4701267260740672,1.0,1.0,1.0,0.5,0.5,0.4800201577585772,1.0,0.2114735686305649,0.22442492316640708,0.00704634016161
4932438A13Rik,0.00441889449037632,1.0,1.0,1.0,0.5,0.5,0.01058847040198382,0.1119038495341094,0.004664765814632333,0.004950451805005543,0.0198359833449
Obscn,0.40522552365789144,1.0,1.0,1.0,0.5,0.5,0.4307765593928063,1.0,0.18977923077765887,0.20140195089940946,0.00126713595955
Qrich2,0.3783570024581356,1.0,1.0,1.0,0.5,0.5,0.4094710937883612,1.0,0.1803930773632979,0.19144095779522627,-0.00169816508319
Klhl15,0.21636312058576462,1.0,1.0,1.0,0.5,0.5,0.2664630579669552,1.0,0.1173906821738638,0.12458008344932102,0.00326389959966
Sh3pxd2b,4.760417886721718e-05,0.6463382679321235,0.5554825949676276,0.8107467702875758,0.5,0.4053019788754871,0.00021635920928118652,0.002286584131753781,9.531735980927605e-05,0.0001011549163810241,-0.0365399350805
Arhgap27,0.005894537149198094,1.0,1.0,1.0,0.5,0.5,0.013521491898095647,0.14290137644032927,0.005956912639359807,0.006321734059034083,-0.0151877926854
Tbc1d16,0.16245231129685783,1.0,1.0,1.0,0.5,0.5,0.21206268269769693,1.0,0.09342451886365974,0.0991461514723074,0.00567312092959
Myom3,0.37835402294901904,1.0,1.0,1.0,0.5,0.5,0.4094710937883612,1.0,0.1803930773632979,0.19144095779522627,0.00617845573869
Med14,0.007578482011315247,1.0,1.0,1.0,0.5,0.5,0.01676624885758874,0.1771934678175541,0.007386394969366406,0.007838762707847927,-0.00903380271541
Stra13,6.757971130067408e-08,0.0014744473985304207,0.001352705929935416,0.0013536216173525017,0.0013534864579299005,0.00119805312193835,8.153550271656709e-07,8.617048809970914e-06,3.592058260651548e-07,3.812048022721391e-07,-0.0327501049741
Suv39h1,0.0002826505912619811,0.9979134960147912,0.9881402414193646,1.0,0.5,0.5,0.0010023376660084611,0.010593167766551654,0.0004415812956551886,0.0004686252234304741,-0.0279917496252
Taf4a,5.135980215593776e-08,0.0011207614270427602,0.00103231244706381,0.0010328456213559085,0.0010328456213559085,0.0009191350193826622,6.49417724445634e-07,6.863346693355473e-06,2.861019094734155e-07,3.0362375528595205e-07,0.0222791797268
Dnaic2,0.0035911579414053406,1.0,1.0,1.0,0.5,0.5,0.008873197351389028,0.09377605108196374,0.003909099813273384,0.004148506269245871,0.0208016719407
2310003H01Rik,0.0014029096755228886,0.9999999999999513,0.9999999976078437,1.0,0.5,0.5,0.003976643577391065,0.04202700745631571,0.0017519160287132296,0.0018592092746343195,-0.0205754261509
Trim45,0.18287927044761842,1.0,1.0,1.0,0.5,0.5,0.2330989222364793,1.0,0.10269206434884558,0.1089812726977285,0.00745624545272
Stx16,0.04512386137445003,1.0,1.0,1.0,0.5,0.5,0.0743667283856884,0.7859419602341138,0.03276236879829334,0.03476884675432563,-0.00517790784466
Ttc39a,9.892258707431987e-06,0.19425554889133423,0.16330774542384308,0.17829807094275413,0.17821431778673347,0.12145591606588552,5.6457206285790314e-05,0.0005966658523347788,2.487230316309504e-05,2.6395566890444997e-05,-0.061683704808
Col9a3,0.19643075130498533,1.0,1.0,1.0,0.5,0.5,0.2464583969654666,1.0,0.10857760009209597,0.11522725849881743,-0.00933205149043
9830001H06Rik,0.025069448279144306,1.0,1.0,1.0,0.5,0.5,0.045553452236401344,0.48142993948081725,0.02006863868562538,0.021297709800055353,-0.0170849037424
Olfr62,2.869481899240091e-08,0.0006263264619229547,0.000581245441601097,0.0005814144224240272,0.0005814144224240272,0.0005242256481721722,3.965431071158028e-07,4.190850850766994e-06,1.746976343018644e-07,1.8539670659287472e-07,0.0515198976271
Olfr1338,0.011955341879488102,1.0,1.0,1.0,0.5,0.5,0.024624765745500758,0.26024590674408715,0.010848475849865888,0.011512873097309074,-0.0170368471839
Olfr1337,0.00037877745242178386,0.9997443736064248,0.9970669653151648,1.0,0.5,0.5,0.0012826019005907413,0.01355512974461147,0.0005650521059715279,0.000599657802574899,0.03623919449
Frmd7,0.04327079473265501,1.0,1.0,1.0,0.5,0.5,0.07177781762213634,0.7585811546084507,0.03162182045009295,0.03355844737879134,0.0119132029586
Pusl1,0.3355149949942237,1.0,1.0,1.0,0.5,0.5,0.3746415708680207,1.0,0.16504888111108781,0.17515703121635257,-0.000857821445197
Fam131c,0.046585892010825684,1.0,1.0,1.0,0.5,0.5,0.07638602930041814,0.8072828656857332,0.03365197471103427,0.03571293513335158,-0.0248913166725
Slc25a34,0.0012105589997723218,0.9999999999967337,0.9999999692260974,1.0,0.5,0.5,0.003493197433773195,0.03691772514646256,0.0015389331371010516,0.0016331825924567258,0.0197533439283
Magt1,0.00014025557438924774,0.9532319492953466,0.8980831560376844,1.0,0.5,0.5,0.0005505816327300117,0.005818801190936895,0.00024255952758221044,0.0002574146910813975,-0.0264205265353
Zfp831,0.003331122648412292,1.0,1.0,1.0,0.5,0.5,0.008318763017050904,0.08791653275959177,0.003664842972474702,0.0038892903157624497,-0.0302575495068
Rpgr,0.006598550610680292,1.0,1.0,1.0,0.5,0.5,0.014905528161319398,0.1575285114154173,0.006566651799199931,0.00696881570136322,-0.0251786665156
Dgat2l6,0.14359446241599938,1.0,1.0,1.0,0.5,0.5,0.1922184269809939,1.0,0.08468210356005222,0.0898683211717818,0.0080591733427
Awat1,0.0010773181811052758,0.99999999993989,0.9999998202785984,1.0,0.5,0.5,0.003161347293427066,0.03341057947165304,0.0013927360820497824,0.0014780319367057265,-0.0241115894545
Ddi2,0.23899361774778216,1.0,1.0,1.0,0.5,0.5,0.28788742216083,1.0,0.12682921653224438,0.1345966654831899,0.00119008332428
Iqcc,2.2284056667746537e-05,0.38525978467189814,0.3233797044690714,0.3906406746233615,0.3904799523500289,0.23612186445144231,0.00011270348974286377,0.001191102574720475,4.96516839716317e-05,5.269252054795858e-05,-0.0275289242854
Spaca5,6.192784105148206e-12,1.352141107968663e-07,1.3338722792965996e-07,1.333863768407872e-07,1.3338018405668207e-07,1.3041384047031607e-07,4.524863323674623e-10,4.782084713954786e-09,1.9934350238355866e-10,2.115519707538835e-10,0.0792648315859
