,p_value,sidak_cor_pval,holm-sidak_cor_pval,holm_cor_pval,simes-hochberg_cor_pval,hommel_cor_pval,fdr_bh_cor_pval,fdr_by_cor_pval,fdr_tsbh_cor_pval,fdr_tsbky_cor_pval,log2FC
Zdbf2,0.10855725486530388,1.0,1.0,1.0,0.5,0.5,0.15346559201772106,1.0,0.0676094865630878,0.07175011953265999,-0.0129789907132
Dhrs13,0.2810842841086332,1.0,1.0,1.0,0.5,0.5,0.326675266537807,1.0,0.1439172569766037,0.15273123515364054,-0.00434329459035
Gm11992,7.135892949678548e-08,0.0015568377920173182,0.0014270157922491311,0.001428034897089671,0.0014279635381601742,0.0012625535395866254,8.521647122260509e-07,9.006070576289773e-06,3.7542238558680884e-07,3.9841451858911566e-07,-0.0564577952706
Sunc1,0.00010054947053242357,0.8886979408544766,0.810489512363271,1.0,0.5,0.49981644071025455,0.00041398946742327345,0.004375232050755924,0.000182383653345446,0.00019355344336372253,0.0252489765676
Gm11301,0.0010953293923392827,0.9999999999594518,0.9999998582897939,1.0,0.5,0.5,0.0032019293649897416,0.033839469562244526,0.0014106145718529048,0.001497005365519455,0.0209224402781
Abca13,0.3373403882762198,1.0,1.0,1.0,0.5,0.5,0.3762745700514927,1.0,0.1657683012423426,0.175920511062684,0.00385121727488
Fam46c,0.14586629029420556,1.0,1.0,1.0,0.5,0.5,0.19466686075587922,1.0,0.08576076456951554,0.0910130430192402,0.0100941450955
Gas2l2,0.0007038511077037979,0.9999997893980496,0.9999718028017449,1.0,0.5,0.5,0.002204675720725409,0.023300032087480483,0.0009712730492652612,0.0010307570864127988,0.0253984595175
Rasl10b,0.0009577087784582657,0.9999999991791109,0.9999991115991574,1.0,0.5,0.5,0.002863266183402899,0.030260320518399966,0.0012614160217162447,0.0013386693930015176,-0.0298329328996
Zzef1,0.0075804080514657625,1.0,1.0,1.0,0.5,0.5,0.01676624885758874,0.1771934678175541,0.007386394969366406,0.007838762707847927,0.011121044016
Cyb5d2,0.26775237861572426,1.0,1.0,1.0,0.5,0.5,0.3146064018670273,1.0,0.13860030134464302,0.14708865122738857,0.00324731374864
Utp18,0.037630792064662105,1.0,1.0,1.0,0.5,0.5,0.06396631325727145,0.6760255657561548,0.0281804510040164,0.029906316861846326,0.0212316439333
1110002N22Rik,0.02478031543265487,1.0,1.0,1.0,0.5,0.5,0.045128011964773576,0.4769336900383043,0.01988121036407241,0.021098802735989977,0.0088230242747
Abr,0.001937624046179956,1.0,0.9999999999973646,1.0,0.5,0.5,0.005222631746007959,0.05519518635740252,0.002300837902576283,0.002441748975287343,-0.0246458376278
AU040829,0.2947158802293253,1.0,1.0,1.0,0.5,0.5,0.33921744868632064,1.0,0.14944273330190155,0.158595110283724,0.00314735779855
Olfr381,1.3209476418557455e-05,0.2505514526162188,0.20987562297128204,0.23556335097192804,0.23555138349571655,0.15463013095563358,7.204035324926772e-05,0.0007613557524682462,3.173748089698206e-05,3.3681191261511855e-05,0.0384243266367
Gm11444,0.0006235505957579748,0.99999878266945,0.9999122513668182,1.0,0.5,0.5,0.001983043266215554,0.02095771786268939,0.0008736325537110659,0.0009271367576190802,-0.030050294961
9330175E14Rik,1.0147005168876495e-07,0.002213044818560994,0.0020169130129072954,0.0020189496184513565,0.0020188481483996677,0.0017723773928476575,1.142210597718879e-06,1.2071409562560715e-05,5.032025162342171e-07,5.340203353748324e-07,0.0398945311776
BC023814,0.2405420087282888,1.0,1.0,1.0,0.5,0.5,0.28935847042477664,1.0,0.1274772889537385,0.13528442804539537,-0.00343613797916
Gm10796,0.010765653646337634,1.0,1.0,1.0,0.5,0.5,0.02253362986976829,0.2381458162201998,0.009927222942076633,0.010535199554528795,-0.0307907210405
Gm7520,0.3539181225467678,1.0,1.0,1.0,0.5,0.5,0.38996393071086655,1.0,0.1717991687051308,0.18232072918794526,0.00149076873401
Gm9907,0.0029954028628466226,1.0,1.0,1.0,0.5,0.5,0.007603722483962975,0.08035965389156664,0.003349830840580739,0.003554985778535424,0.0173199574603
Asb3,0.01859317305134116,1.0,1.0,1.0,0.5,0.5,0.03554288291597635,0.3756336157007811,0.015658468020920423,0.01661744541057883,-0.0119447675958
Psme4,9.580042333750647e-07,0.020699829793437097,0.01818323318923365,0.018350571090299365,0.018350571090299365,0.014854813642713753,7.779934536541903e-06,8.222194431400523e-05,3.4274613129521193e-06,3.63737060284297e-06,0.0136072469492
Tns3,0.22676829328826842,1.0,1.0,1.0,0.5,0.5,0.276339208988203,1.0,0.1217416346641717,0.12919750294368762,0.00751487491942
Znrf3,0.3688913811088007,1.0,1.0,1.0,0.5,0.5,0.40209982455949006,1.0,0.17714565413747985,0.18799465141915042,-0.00181060310417
Fstl4,0.0030412112050151848,1.0,1.0,1.0,0.5,0.5,0.007699415325949326,0.08137098007793683,0.003391988459297727,0.0035997252719988694,0.0207405556897
Fam71b,2.0895314915203582e-06,0.044597802791846664,0.03849352490764402,0.03925393859970145,0.03925393859970145,0.03055939806348524,1.4933067100784697e-05,0.00015781955565705548,6.578784118459651e-06,6.981691044770554e-06,-0.039880787514
Myo1g,1.1586116746986333e-08,0.0002529392796721819,0.0002369659382758238,0.00023699401805960543,0.00023698243194285846,0.00021763361697539128,1.8302647062894483e-07,1.934308342230736e-06,8.063257401208301e-08,8.557078477728917e-08,-0.0417198027525
Sco1,0.1315043228148446,1.0,1.0,1.0,0.5,0.5,0.17932280286724187,1.0,0.07900091787029402,0.08383920051062983,-0.00399779230354
Bbs12,0.00010460057022627781,0.898120883879202,0.8221254422652955,1.0,0.5,0.49988903178988825,0.00042840698239509197,0.0045276030132095635,0.0001887353102344229,0.00020029409714149212,0.029859904976
E130309D14Rik,4.05264163915494e-09,8.848146361428721e-05,8.381322259609636e-05,8.381673438100247e-05,8.381268173936332e-05,7.816735193602049e-05,7.667710359558835e-08,8.103590733808381e-07,3.378020790903932e-08,3.584902176486789e-08,0.0491565547681
Adad1,0.02595986227895894,1.0,1.0,1.0,0.5,0.5,0.04689814362418246,0.49564125962578154,0.02066104440418664,0.021926396442704818,0.0137952105101
Ankrd40,0.0038112291673987816,1.0,1.0,1.0,0.5,0.5,0.009328063289954553,0.0985832845741489,0.0041094916545787695,0.004361170782732668,-0.0119584061449
3300001P08Rik,0.000272349505701293,0.9973870855022766,0.9861732093815833,1.0,0.5,0.5,0.0009705359396698477,0.010257072422841351,0.00042757099952753805,0.0004537568895183554,0.0198692152527
Cacna1g,0.006506125272463714,1.0,1.0,1.0,0.5,0.5,0.0147309271722789,0.15568324745713738,0.006489731083179937,0.006887184101279667,0.0187913817654
Lsm11,0.00033960602639758236,0.9993985801897364,0.9948314902549561,1.0,0.5,0.5,0.0011686288711831568,0.012350610087892839,0.0005148411244806625,0.0005463717312414025,0.0226547068618
1500010J02Rik,0.1600145573885302,1.0,1.0,1.0,0.5,0.5,0.2095618719147944,1.0,0.0923227830882297,0.09797694168239501,-0.00329502938979
Pfas,0.09523904679888529,1.0,1.0,1.0,0.5,0.5,0.13825101496258393,1.0,0.06090668283068127,0.06463681349452932,-0.010446631834
Fbxw10,1.325390834698005e-07,0.002889675368126232,0.0026228909895622543,0.002626336621538059,0.002626129399870627,0.002290010284191213,1.4305158800185218e-06,1.5118353049724224e-05,6.302158216496364e-07,6.68812363965241e-07,-0.0462404221872
Ewsr1,0.18958142446745663,1.0,1.0,1.0,0.5,0.5,0.23969035495756813,1.0,0.10559592948323018,0.1120629803262046,-0.002665236182
Rsad1,0.21637184969989948,1.0,1.0,1.0,0.5,0.5,0.2664630579669552,1.0,0.1173906821738638,0.12458008344932102,-0.00336899357584
Mycbpap,8.265616010165425e-06,0.1651241149387388,0.13900298077049567,0.1496636180886482,0.14963244663202468,0.10438646459237916,4.833788800822555e-05,0.0005108571437717438,2.1295325856513764e-05,2.2599523430281545e-05,-0.0319857257476
Mylk4,1.3751143697800096e-08,0.00030019740465503375,0.0002807726827496193,0.00028081210545277576,0.00028081210545277576,0.000257063880286675,2.1229176635361275e-07,2.243597514794403e-06,9.352544199667496e-08,9.925325547835095e-08,0.0485212672897
Icos,0.0001605026139378946,0.9699440711098335,0.9251683124480684,1.0,0.5,0.5,0.0006147547687365882,0.006497012555107722,0.0002708310946449227,0.00028741770425666236,0.0322940711188
Spata22,0.002452766470958844,1.0,0.9999999999999958,1.0,0.5,0.5,0.006397881465596155,0.06761576863160536,0.0028185958513130627,0.002991216166939274,0.0326678175242
Serpinb1c,8.75016083411706e-05,0.8520075037846213,0.7669442498645087,1.0,0.5,0.49958146724241487,0.00036772231170687105,0.0038862593630021327,0.00016200059156858078,0.00017192205414193052,-0.0300464838441
Ccdc42,0.0014739218054455687,0.9999999999999897,0.9999999990532478,1.0,0.5,0.5,0.004148130669295363,0.043839362310318535,0.0018274649128859621,0.0019393850272617934,0.0191645930115
Ggnbp2,0.00845845134550744,1.0,1.0,1.0,0.5,0.5,0.018399140870653974,0.19445062538596602,0.008105767886544865,0.008602192448553762,0.00922994011408
Myo19,0.28956696839765184,1.0,1.0,1.0,0.5,0.5,0.33445355264008453,1.0,0.14734399206947757,0.15636783506023846,-0.00616596273889
Synrg,1.0324006412097588e-06,0.02228928705296862,0.019540900800157135,0.019734338256724538,0.01973227345544212,0.01592374749001932,8.272732539620981e-06,8.743006139736967e-05,3.644564179656234e-06,3.867769581281714e-06,-0.0189460844874
Pkd1l1,0.03641344197615944,1.0,1.0,1.0,0.5,0.5,0.06220834303309623,0.657446523837627,0.027405974701628318,0.02908440901878491,0.0113087117568
Fam101b,0.00014572455229016224,0.9584966746800921,0.9064051082005206,1.0,0.5,0.5,0.0005684205550008417,0.0060073311672091635,0.0002504184903615048,0.0002657549632455845,0.0263117700553
V1ri6,3.05884208940658e-11,6.67867354198215e-07,6.544084579784837e-07,6.544086766076437e-07,6.544086766076437e-07,6.363003314383567e-07,1.5122668296782341e-09,1.5982334873602866e-08,6.662313197158072e-10,7.070335725949612e-10,-0.0773346732701
Garnl4,0.01395320440790916,1.0,1.0,1.0,0.5,0.5,0.02801043116163033,0.296027183823392,0.012340035602442161,0.013095780999406365,-0.0134946762265
Prl2c1,4.745498952972057e-07,0.010307831259540046,0.009171545386646662,0.009213860767090546,0.009213386217195248,0.007679166405699383,4.278262098071783e-06,4.521465140049032e-05,1.8847945003825447e-06,2.0002256720402386e-06,-0.0593272185187
Tgtp,0.006416831801921532,1.0,1.0,1.0,0.5,0.5,0.014544285846896578,0.1537107356589727,0.0064075059797242,0.0067999232551848015,-0.0465279885225
Myst2,0.11619218656995106,1.0,1.0,1.0,0.5,0.5,0.16212134412536328,1.0,0.07142279056251119,0.0757969631293451,-0.00334063851513
Tbc1d9b,1.5973652991157075e-09,3.4876266912675646e-05,3.327895599469777e-05,3.327950864177665e-05,3.327950864177665e-05,3.145691483548563e-05,3.484203190898338e-08,3.682266983033752e-07,1.5349707105088904e-08,1.628977493496809e-08,-0.0232586644745
Ltc4s,0.022818957249467486,1.0,1.0,1.0,0.5,0.5,0.04208520765958629,0.44477592766068813,0.018540698565428254,0.01967619347393161,-0.0131923654608
Etaa1,0.07022755667113047,1.0,1.0,1.0,0.5,0.5,0.10764707516846228,1.0,0.04742407328228628,0.050328483467398544,-0.0185664887772
1300001I01Rik,0.0026900336900651397,1.0,0.9999999999999998,1.0,0.5,0.5,0.00694224060492096,0.07336880763600276,0.0030584140505053917,0.0032457216414350856,0.010596872029
Pom121l2,0.4840564108873599,1.0,1.0,1.0,0.5,0.5,0.48952770147018365,1.0,0.2156621306421955,0.22887000684152156,0.000173117498752
Pik3r5,3.677417142813259e-07,0.007997125546041817,0.0071449496139177615,0.007170595686771574,0.007170227945057292,0.0060324350810708706,3.435717838946714e-06,3.631025421944944e-05,1.5136104192007165e-06,1.6063090259115118e-06,-0.0258853903565
Mks1,5.583846325841239e-12,1.219181381406642e-07,1.2029881701902667e-07,1.2029838524392365e-07,1.2029838524392365e-07,1.1767956131710412e-07,4.1896117071621176e-10,4.427775309234219e-09,1.8457394435830545e-10,1.9587787518494833e-10,-0.0564987161731
Lpo,0.432545509252278,1.0,1.0,1.0,0.5,0.5,0.45149022064975264,1.0,0.19890466393835168,0.21108625636231293,-0.000555521793877
RP23-374O23.1//RP23-374O23.1,0.0009417883502750111,0.9999999988375035,0.9999989018372406,1.0,0.5,0.5,0.0028236009263667926,0.029841119747505935,0.0012439414358670962,0.0013201246045820673,-0.0272779633052
4930432E11Rik,0.3355198899309919,1.0,1.0,1.0,0.5,0.5,0.3746415708680207,1.0,0.16504888111108781,0.17515703121635257,-0.0115620626858
A630005I04Rik,2.2318968020275278e-08,0.0004871936355250739,0.00045350784505382435,0.00045361070604407473,0.0004535660681080342,0.0004110930719654503,3.219336206686278e-07,3.402343311128635e-06,1.4182831809157877e-07,1.5051436260636713e-07,0.0732857546143
Gm10083,1.3251610179817645e-07,0.0028891750348833956,0.0026228909895622543,0.002626336621538059,0.0026259390732326646,0.0022896132068688925,1.4305158800185218e-06,1.5118353049724224e-05,6.302158216496364e-07,6.68812363965241e-07,0.0492703663952
Gm6236,3.134824077226221e-05,0.4956416327805865,0.41853684502520794,0.5421991723970472,0.5,0.3072441078089419,0.00015066108540880038,0.0015922559909194488,6.637395715614413e-05,7.043892213802213e-05,-0.0461329501937
V1rd2,0.34650594121655665,1.0,1.0,1.0,0.5,0.5,0.38385855295588006,1.0,0.16910943578284374,0.17946626795039478,-0.00782546666256
Itga3,1.6477562303827086e-09,3.597646314612568e-05,3.4322174004119965e-05,3.432276227887182e-05,3.432276227887182e-05,3.2431138126392473e-05,3.5770664462907154e-08,3.780409163765818e-07,1.5758817507955663e-08,1.6723940638627944e-08,-0.0404472810525
Tsr1,0.006976918237643722,1.0,1.0,1.0,0.5,0.5,0.015628988503188872,0.1651743747145477,0.00688537328992277,0.0073070567710635855,0.0150461551415
Vstm2a,0.36889058257992746,1.0,1.0,1.0,0.5,0.5,0.40209982455949006,1.0,0.17714565413747985,0.18799465141915042,0.00121579883034
Rnf145,0.25316064352381284,1.0,1.0,1.0,0.5,0.5,0.3011494164896266,1.0,0.13267180714544832,0.14079707604963623,-0.0041814740047
Nacad,1.8825424694968114e-08,0.0004109498629378816,0.0003832686598278512,0.00038334212306363573,0.00038334212306363573,0.0003487524014161228,2.7883236047390567e-07,2.9468292706250108e-06,1.228399961252404e-07,1.303631317648473e-07,0.044210978382
Ap2b1,0.003040407899251701,1.0,1.0,1.0,0.5,0.5,0.007699415325949326,0.08137098007793683,0.003391988459297727,0.0035997252719988694,-0.0080203244086
Slc25a35,0.11328582648651653,1.0,1.0,1.0,0.5,0.5,0.15879079681218855,1.0,0.06995551316920591,0.0742398247200926,-0.00816596627376
Acaca,0.30865294176272373,1.0,1.0,1.0,0.5,0.5,0.3515835048112377,1.0,0.15489061705501947,0.16437664081082695,-0.00499452251247
Med13,0.038036753124602224,1.0,1.0,1.0,0.5,0.5,0.06454866719483111,0.6821801513506957,0.02843700786603831,0.03017858613133441,0.00556203074963
Fam83g,0.06009099916132483,1.0,1.0,1.0,0.5,0.5,0.09447750849189236,0.9984819802351675,0.04162220180376993,0.044171285812773034,-0.00870711622838
Slc5a10,0.0004375804452126812,0.9999292404042255,0.9987563162894062,1.0,0.5,0.5,0.001457419009757416,0.015402677760282396,0.0006420680340229268,0.0006813904457957625,0.0383795940845
Olfr225,0.40522552365789144,1.0,1.0,1.0,0.5,0.5,0.4307765593928063,1.0,0.18977923077765887,0.20140195089940946,0.00220245020199
Pld6,5.001638072540492e-06,0.10345432470982174,0.08773549451296347,0.0918250733737709,0.0918250733737709,0.06738206811326551,3.141707873298306e-05,0.00033203021001771104,1.3840839073580839e-05,1.468849873656519e-05,0.0267302190764
Usp32,0.059491534040395956,1.0,1.0,1.0,0.5,0.5,0.09370797701027808,0.990349215835676,0.04128318360638751,0.04381150499764677,0.00698038899372
Pigl,0.002817419799639268,1.0,1.0,1.0,0.5,0.5,0.007208466365440541,0.07618240453114121,0.003175700190948638,0.00337019078066564,-0.0145085914351
Myh4,0.07648273316081039,1.0,1.0,1.0,0.5,0.5,0.11547944046215974,1.0,0.050874633040465085,0.053990367142153196,-0.0117011087871
Myh1,0.036818638655464905,1.0,1.0,1.0,0.5,0.5,0.0627552753103978,0.6632267569535486,0.027646926500445018,0.02934011751836914,-0.0157614984393
Myh2,0.02309009262447805,1.0,1.0,1.0,0.5,0.5,0.04250626168905569,0.4492258212686116,0.018726194521710485,0.019873049828160183,0.0160054339026
Shroom1,0.0010418369119293174,0.9999999998694579,0.9999997117836086,1.0,0.5,0.5,0.003073753639679478,0.03248484925029108,0.0013541465723219245,0.0014370790752593241,0.0184373797188
Wwc1,0.14133756390092966,1.0,1.0,1.0,0.5,0.5,0.1897405780375439,1.0,0.08359048365590982,0.08870984678323038,-0.00634905524184
Vezf1,0.04373267378838113,1.0,1.0,1.0,0.5,0.5,0.07242840137290396,0.7654568244069511,0.03190843605413407,0.03386261628903274,-0.00732396109996
Mink1,0.02149863315796504,1.0,1.0,1.0,0.5,0.5,0.0401053362519793,0.4238517314659073,0.01766846337857419,0.018750539662628463,-0.0110656147956
Vmo1,0.017271858366263323,1.0,1.0,1.0,0.5,0.5,0.03339394087749016,0.35292260292907546,0.014711748525262337,0.01561274562020277,-0.018101534909
Zkscan17,4.3608402533457835e-08,0.0009516927351032045,0.0008784976590572313,0.0008788837446593092,0.0008788401362567757,0.000784951245602241,5.660795843730786e-07,5.982590707544293e-06,2.493871723955594e-07,2.6466048388929306e-07,0.0305756638388
Zfp867,0.00011768217090133673,0.9234356505057271,0.8550118107963456,1.0,0.5,0.5,0.0004721975851962476,0.0049904023450139355,0.00020802732307422854,0.00022076761790976532,0.0402877759719
Brip1,0.013600988720134755,1.0,1.0,1.0,0.5,0.5,0.02742033397878939,0.2897907640335456,0.012080067442611302,0.01281989151272694,0.0163406249703
Prl2b1,0.24208899578127485,1.0,1.0,1.0,0.5,0.5,0.29088171952410075,1.0,0.12814835852809037,0.13599659618365725,-0.00821434926009
Cltc,0.023639817848173726,1.0,1.0,1.0,0.5,0.5,0.04339638729476398,0.4586330801139473,0.019118340633339503,0.020289212290174965,-0.00224624040187
Cytsb,0.1600252673065159,1.0,1.0,1.0,0.5,0.5,0.2095618719147944,1.0,0.0923227830882297,0.09797694168239501,0.00674514066976
Myo1d,0.0020973257053065342,1.0,0.9999999999996438,1.0,0.5,0.5,0.005592014830829511,0.05909899753834247,0.0024635701501213277,0.0026144474944852403,-0.0213994012425
Tmem199,0.412990112138333,1.0,1.0,1.0,0.5,0.5,0.43662954616248795,1.0,0.19235777248955627,0.2041384112018546,-0.000996946435919
BC030499,0.3502095000069193,1.0,1.0,1.0,0.5,0.5,0.3869115650390021,1.0,0.17045444463269036,0.18089364967823748,0.00297365720615
2610507B11Rik,2.989666299858173e-07,0.006506379625614844,0.005833992577307767,0.005851075915452431,0.005850776948822445,0.004964340890914497,2.8741638487187016e-06,3.0375492082702978e-05,1.2662170037934043e-06,1.3437644034123559e-06,-0.0156374991388
Slc17a3,0.009550936627736954,1.0,1.0,1.0,0.5,0.5,0.020374775105862577,0.21533004118428548,0.008976136381024647,0.009525865244946221,-0.019220140169
Trim38,0.01770173461958702,1.0,1.0,1.0,0.5,0.5,0.0340936949258936,0.36031792716105815,0.015020026174414699,0.01593990323225311,-0.0181776885634
Olfr1364,4.695426157469273e-09,0.0001025146800072152,9.700279959679037e-05,9.700750441331518e-05,9.700750441331518e-05,9.022730904192955e-05,8.702959966179974e-08,9.197690370597023e-07,3.834101489176751e-08,4.068914794850316e-08,0.0521206103842
Nkapl,0.45821336995620315,1.0,1.0,1.0,0.5,0.5,0.470675148385117,1.0,0.20735661135460476,0.22005582954246186,-0.00028475669733
D130043K22Rik,0.019055779237375104,1.0,1.0,1.0,0.5,0.5,0.03624365742055846,0.3830397245853471,0.01596719523350517,0.016945080118842305,0.0124888615556
Olfr1362,0.4980065666608146,1.0,1.0,1.0,0.5,0.5,0.4984175010118691,1.0,0.21957854457420395,0.23302627517080063,-0.00109088864361
Iffo2,0.06823690191007886,1.0,1.0,1.0,0.5,0.5,0.10508447531164011,1.0,0.04629511624176359,0.04913038529031572,-0.0104451408221
Noto,0.014130493793763,1.0,1.0,1.0,0.5,0.5,0.028308464713981813,0.2991769401651775,0.012471334711174823,0.013235121308362999,-0.0204198054321
Nanog,0.05774632535526136,1.0,1.0,1.0,0.5,0.5,0.09143280541191631,0.96630415072791,0.04028085349717061,0.04274778881219121,0.0131328601353
B230208H17Rik,0.004482729838304243,1.0,1.0,1.0,0.5,0.5,0.01071932439730764,0.11328677504154723,0.004722413729857204,0.005011630272975915,-0.0139453533005
Tmprss13,0.007172574903613133,1.0,1.0,1.0,0.5,0.5,0.016016751918858,0.16927243772785516,0.007056203018571728,0.007488348688416889,-0.0205397836878
Zfp78,7.75799135221771e-05,0.8162070709637316,0.7268358495582947,1.0,0.5,0.4994028846729831,0.0003310596050161847,0.003498790932032246,0.0001458487835783952,0.00015478105495858363,0.0288886415134
Mfsd3,0.2644719876450935,1.0,1.0,1.0,0.5,0.5,0.3117251778157225,1.0,0.1373309739584792,0.14574158595129968,0.00516047011512
Ubr3,0.2677614088635051,1.0,1.0,1.0,0.5,0.5,0.3146064018670273,1.0,0.13860030134464302,0.14708865122738857,0.00073035710931
Gpr39,0.31395094318240735,1.0,1.0,1.0,0.5,0.5,0.35613076129700133,1.0,0.15689391741851497,0.16650263004469723,-0.00528469604621
2810408M09Rik,0.35021040131954084,1.0,1.0,1.0,0.5,0.5,0.3869115650390021,1.0,0.17045444463269036,0.18089364967823748,-0.00658817165177
Dnajc11,0.32106435674925216,1.0,1.0,1.0,0.5,0.5,0.36229193408242266,1.0,0.15960823092144472,0.1693831772605468,0.00150394793173
Cdcp1,0.31041348951362113,1.0,1.0,1.0,0.5,0.5,0.35307315259164523,1.0,0.1555468835201537,0.16507309924753932,-0.00319436709671
Asap3,0.002130154323446965,1.0,0.9999999999997679,1.0,0.5,0.5,0.005670083691498448,0.0599240653437886,0.002497963498604176,0.0026509472076204684,0.0200260537913
Ccdc125,0.06824062063112164,1.0,1.0,1.0,0.5,0.5,0.10508447531164011,1.0,0.04629511624176359,0.04913038529031572,0.0118180978565
Fbxw12,4.269558239846819e-11,9.322158376345868e-07,9.119781302358021e-07,9.119776400312806e-07,9.119776400312806e-07,8.846097717138625e-07,1.9625586233434834e-09,2.0741226688167457e-08,8.646080149281381e-10,9.175595256459015e-10,0.0874569342847
Rpl3l,0.01791978826876034,1.0,1.0,1.0,0.5,0.5,0.034435021262222476,0.36392522165521085,0.015170397981190712,0.016099484315603794,0.0126924729005
Gprasp1,0.0002878318089530277,0.9981367338425806,0.9890192454115128,1.0,0.5,0.5,0.0010177340777921494,0.010755884162990203,0.0004483642069379264,0.0004758235430754805,0.0223262712372
Scaf1,0.0021632042734027897,1.0,0.9999999999998479,1.0,0.5,0.5,0.005744982642170982,0.06071563207516007,0.0025309603386939033,0.002685964885478868,-0.0114328848872
Dyrk2,0.01792330001200202,1.0,1.0,1.0,0.5,0.5,0.034435021262222476,0.36392522165521085,0.015170397981190712,0.016099484315603794,0.0104187141052
Slc5a6,0.00027223901981445137,0.9973807729110756,0.9861711302641595,1.0,0.5,0.5,0.0009705359396698477,0.010257072422841351,0.00042757099952753805,0.0004537568895183554,-0.0219640818843
Thoc6,0.00016361312672110524,0.9719178540680817,0.9285157377953066,1.0,0.5,0.5,0.0006246417333271313,0.006601502566968351,0.0002751868110686854,0.0002920401794438348,0.0247073160579
Lhfpl4,0.39364689781181716,1.0,1.0,1.0,0.5,0.5,0.4216714593220023,1.0,0.18576796588890446,0.19714502262090922,-0.00014995592095
Repin1,0.43844993780703856,1.0,1.0,1.0,0.5,0.5,0.45627628812314563,1.0,0.20101317282479336,0.2133238974438895,-0.00198564510091
Ncoa4,0.01706000819801167,1.0,1.0,1.0,0.5,0.5,0.03306633463924059,0.34946030877328815,0.014567421127363525,0.01545957912571365,0.00540710207343
Bloc1s3,0.25636812050028546,1.0,1.0,1.0,0.5,0.5,0.3041693659435997,1.0,0.13400225020662662,0.14220899993078961,-0.00156809339505
Uimc1,5.724345375196273e-05,0.7134634977824637,0.6206633260958767,0.9693034023819849,0.5,0.45010527685168294,0.0002545485279117256,0.002690186503352358,0.00011214171887802916,0.00011900965593916306,0.0227756788236
C630028N24Rik,0.07648662855646798,1.0,1.0,1.0,0.5,0.5,0.11547944046215974,1.0,0.050874633040465085,0.053990367142153196,-0.00976716609249
Slc25a26,0.13044480370209677,1.0,1.0,1.0,0.5,0.5,0.1781946631787728,1.0,0.07850391431330107,0.08331175877966615,-0.00387926228004
Cpa6,4.6454191412869936e-10,1.01427577288149e-05,9.772986010347928e-06,9.773032789439578e-06,9.772103705611319e-06,9.334505222502085e-06,1.2656113399179995e-08,1.3375565645847362e-07,5.57566890110435e-09,5.9171416685064264e-09,0.0500042692887
Mier1,0.0010593723575133517,0.9999999999110188,0.9999997719694178,1.0,0.5,0.5,0.003119369184942774,0.032966935417581486,0.0013742425661795615,0.0014584058155543802,-0.0220078850805
Tnfsf15,3.705893723211689e-09,8.091120977316013e-05,7.670164628559295e-05,7.670458828303554e-05,7.670458828303554e-05,7.164604335085158e-05,7.100847462074691e-08,7.504503821550968e-07,3.1282885287943784e-08,3.319875468425605e-08,-0.0481140372364
Cd200r3,0.0172730006986441,1.0,1.0,1.0,0.5,0.5,0.03339394087749016,0.35292260292907546,0.014711748525262337,0.01561274562020277,-0.0167847334773
Cxcl17,0.14134212926247813,1.0,1.0,1.0,0.5,0.5,0.1897405780375439,1.0,0.08359048365590982,0.08870984678323038,0.00642494767493
Tdrd5,0.005894004098029097,1.0,1.0,1.0,0.5,0.5,0.013521491898095647,0.14290137644032927,0.005956912639359807,0.006321734059034083,0.0203541554007
Atp13a3,0.3802592159052003,1.0,1.0,1.0,0.5,0.5,0.41091708587350373,1.0,0.18103011124930074,0.19211700578479957,-0.00427891565778
Atp13a4,0.02507089944467331,1.0,1.0,1.0,0.5,0.5,0.045553452236401344,0.48142993948081725,0.02006863868562538,0.021297709800055353,0.0157571218488
Pabpnl1,0.0010951876046727512,0.9999999999593259,0.9999998582897939,1.0,0.5,0.5,0.0032019293649897416,0.033839469562244526,0.0014106145718529048,0.001497005365519455,0.0248197411454
2700062C07Rik,0.03886793871824825,1.0,1.0,1.0,0.5,0.5,0.06577472669245435,0.6951377148450595,0.028977150135326483,0.03075180853481924,-0.00788725476599
Gm5164,0.11521954696802417,1.0,1.0,1.0,0.5,0.5,0.16104212814271662,1.0,0.0709473404142526,0.07529239481055536,-0.0107964611997
Fam169a,1.0022974525387548e-10,2.1884131683469477e-06,2.128776617538186e-06,2.1287795594470614e-06,2.1287795594470614e-06,2.058418278278841e-06,3.655363595481605e-09,3.8631572101726474e-08,1.610375672114022e-09,1.7090005092532641e-09,0.0550018827392
Utp20,1.7179550570760104e-05,0.3127804976040993,0.2621732940186924,0.3040436860013123,0.3038567640392373,0.19182686167310734,9.022968918007708e-05,0.0009535890622714548,3.975081891651376e-05,4.218529312627759e-05,-0.0234730041114
Acbd5,0.05891182484906312,1.0,1.0,1.0,0.5,0.5,0.09299311623441615,0.9827942367251047,0.04096825066679715,0.0434772845027271,0.00775276169087
Leo1,0.13801248893151186,1.0,1.0,1.0,0.5,0.5,0.18626721334121202,1.0,0.08206028785971964,0.08708593663590851,-0.00586702281336
Ncoa6,0.11619071005664872,1.0,1.0,1.0,0.5,0.5,0.16212134412536328,1.0,0.07142279056251119,0.0757969631293451,-0.00360037089352
Lmtk3,0.4032879964438169,1.0,1.0,1.0,0.5,0.5,0.42942903984866554,1.0,0.1891855791107591,0.20077194200234327,0.0012842919699
